"","Level_1","Level_2","Level_3","Biochar","CORAL1","CORAL2","CORAL3","CORAL4","CORAL5","F4A","F4B","L10A","L10B","L10C","L11A","L11B","L11C","L12A","L12B","L12C","L13A","L13B","L13C","L1A","L1B","L1C","L2A","L2B","L2C","L3A","L3B","L3C","L4A","L4B","L4C","L5A","L5B","L5C","L6A","L6B","L6C","L7A","L7B","L7C","L8A","L8B","L8C","L9A","L9B","L9C","LM","LW0A","LW0B","LW0C","LW1A","LW1B","LW1C","LWFA","LWFB","LWFC","RTB","RTC","S10A","S10B","S10C","S11A","S11B","S11C","S12A","S12B","S12C","S13A","S13B","S13C","S1A","S1B","S1C","S2A","S2C","S3A","S3B","S3C","S4A","S4B","S4C","S5A","S5C","S6A","S6B","S6C","S7A","S7B","S7C","S8A","S8B","S8C","S9A","S9B","S9C","SHG","SW0A","SW0B","SW0C","SW1A","SW1B","SW1C","SWFA","SWFB","SWFC","WA0","WA1","WA2","WA3","WB0","WB1","WB2","WB3","WC0","WC1","WC2","WC3","WW0","WW1","WW2"
"ko00030","1. Metabolism","1.1 Carbohydrate metabolism","Pentose phosphate pathway",2099.45355191257,2029.37150488273,2010.22028688525,1947.09159987678,1920.92035186404,2039.46731234867,1728.93966022261,1946.03174603175,2024.78929102628,1951.83973834832,1991.1630421723,2061.27581271724,2035.75389766663,1980.86635770358,1998.18507157464,1960.8843537415,2019.05694240496,1871.05058365759,1832.91925465839,1904.84927916121,2032.56093891062,1936.07471424589,1971.35628251728,2035.68019093079,2007.09018718094,2068.24568446407,1976.85950413223,1919.9203187251,1966.63040522165,1786.76527084134,2566.99866549491,1915.05125815471,2036.60789252729,2024.7555183012,1999.13539367182,1978.59271143708,2118.76906513547,1829.11010558069,2006.70674682699,2105.37756570476,2131.00265520293,1980.0487804878,1962.80193236715,1950.87621178225,1965.44738784548,2022.82485875706,1966.55093505879,1992.93351728896,1542.36043878333,2000,1456.3829787234,1976.20902740462,2000.61707233459,1988.66580801576,1999.64041529501,1991.2013536379,2102.75590551181,2000,2000,2132.32265446224,1723.37662337662,2071.79487179487,1856.54952076677,1932.54113345521,1622.96343810135,1613.41087111322,1780.48780487805,2043.60465116279,2105.78821927137,1866.64025356577,1862.57668711656,2040.92105263158,1989.53460332771,2056.30574996569,1931.47802929427,1999.8221996444,1643.02075876879,1970.79789388416,1991.37858347386,2005.85063359396,2185.97339782346,2010.56338028169,1896.67307692308,1873.19112834808,1888.23529411765,1981.48404993065,1665.24109014675,1876.95749440716,1514.57748000864,1978.17817817818,1715.63885530028,1894.94916366022,1896.7032967033,1849.2816091954,1969.03553299492,1733.33333333333,2000,1818.98280802292,1637.11316397229,1563.14548455553,1808.27067669173,1426.14637109019,1885.05154639175,2018.13186813187,1982.57328990228,2024.79660417404,1812.66490765172,2192.02263259342,1955.55098684211,1881.3859540087,1943.91547243138,2109.86941998178,1498.66708320317,1831.33620689655,1893.62126245847,1917.31707317073,1876.12462804131,1815.63899414399,1844.05935232319,1856.71641791045,2259.7364568082
"ko00040","1. Metabolism","1.1 Carbohydrate metabolism","Pentose and glucuronate interconversions",624.590163934426,676.921792838661,649.948770491803,598.325163619462,586.344324097899,638.200782268579,497.246631517282,907.936507936508,953.63163113535,706.071136549468,962.489486963835,790.806242758809,681.542324997384,865.846968693843,914.787832310839,891.57663065226,961.510850057106,508.326848249028,487.577639751553,673.00131061599,743.153776707794,1110.28714803457,955.9475447224,850.059665871122,759.784458309699,869.128863910077,976.473829201101,806.573705179283,943.867283111232,600.115251632732,980.44136314813,844.501397949675,909.068010075567,995.995156933967,991.905813097866,834.953013981206,714.947066212094,542.835595776772,993.386773547094,879.178974475499,594.626375015805,929.243902439024,912.495493546759,879.735272184937,729.92700729927,570.169491525423,778.623845971751,737.967331452715,446.696076037817,989.545454545455,428.457446808511,976.329930145083,999.588618443606,985.377680127283,976.30286148392,865.313028764806,738.976377952756,1000,1000,805.205949656751,474.350649350649,700,601.597444089457,648.628884826325,526.298909557409,458.841680512699,683.592017738359,662.315010570824,611.508341845421,485.81616481775,522.188139059304,691.578947368422,692.934651555342,773.089062714423,687.589880159787,672.212344424689,406.800286327845,624.422843256379,881.365935919056,594.23025074144,801.249496170898,564.319248826291,559.711538461539,598.557750575688,555.349698934692,814.216366158114,541.46750524109,846.308724832215,435.519775232332,831.131131131131,569.991938734381,757.855034437521,623.809523809524,796.83908045977,901.078680203046,522.222222222222,1000,790.329512893983,576.882217090069,521.598679556708,715.78947368421,400.121469784391,852.783505154639,762.087912087912,565.635179153094,694.694021931376,510.114335971857,605.776285518871,585.128837719298,657.364822871349,719.528783094486,623.124810203462,377.913152139956,669.030172413793,661.594684385382,635.268292682927,523.000175039384,518.808129521185,591.346257987653,732.835820895522,1169.98535871157
"ko00051","1. Metabolism","1.1 Carbohydrate metabolism","Fructose and mannose metabolism",1292.89617486339,1321.45063016443,1391.59836065574,1318.96148254636,1224.10986775178,1368.39262432483,1027.47510251904,1333.33333333333,1392.98463063956,1276.79885527392,1381.88153310105,1337.46336809105,1280.92497645705,1347.78208644661,1377.60736196319,1353.1212484994,1397.74840920215,1263.65758754864,1107.76397515528,1251.9003931848,1322.84080650015,1671.67549484249,1366.01810277243,1366.18933969769,1447.1355643789,1369.45002007226,1562.25895316804,1423.50597609562,1373.81017133533,1206.49250864387,1582.79464896006,1295.69742155949,1373.83151413378,1408.04694048617,1398.50073583517,1337.49713499885,1358.28099766733,1205.42986425339,1399.0380761523,1425.4866318261,1269.21228979643,1363.39024390244,1356.72362823563,1345.20879940343,1279.48002952514,1263.95480225989,1289.82876982561,1384.49537441949,874.000488285361,1405.22727272727,823.404255319149,1383.87963460505,1400,1386.9990150769,1389.33400860978,1526.73434856176,1330.70866141732,1400,1400,1314.93135011442,978.246753246753,1271.79487179487,1122.72934732999,1257.22120658135,941.757536882617,922.00332304771,1016.9992609017,1282.45243128964,1284.6101464079,1152.21870047544,1130.36809815951,1342.36842105263,1281.36001929105,1340.8810209963,1268.33555259654,1287.98577597155,938.439513242663,1212.71769947347,1376.20151770658,1267.10703693718,1463.20032245063,1309.3896713615,1191.30769230769,1151.49678826809,1180.31496062992,1233.28710124827,923.689727463312,1246.30872483222,855.176140047547,1190.79079079079,1055.05844417574,1066.44801574287,1115.75091575092,1090.94827586207,1342.67131979695,1044.44444444444,1400,1146.99140401146,991.997690531177,886.583352982787,1063.2946001367,778.393562101427,1286.9587628866,1260.71428571429,1291.69381107492,1286.87654757694,1208.9709762533,1299.45905614624,1294.61348684211,1110.93847110006,1265.38741802283,1277.84694807167,878.215141101739,1130.625,1169.70099667774,1198.0243902439,1191.44057412918,1125.62866000689,1168.24434095094,1044.77611940298,1297.21815519766
"ko00052","1. Metabolism","1.1 Carbohydrate metabolism","Galactose metabolism",859.016393442623,930.757031967281,919.902663934426,874.257564866807,836.490934115253,878.897373812628,732.27885178676,1278.30687830688,1330.39167079822,958.23793949305,1349.65757539349,1043.24950589518,923.951030658156,1212.12522462877,1255.44478527607,1261.10444177671,1347.16919562734,785.447470817121,756.832298136646,1003.14547837484,1015.28739091183,895.846110956232,1352.26284655406,1170.38583929992,846.738513896767,1137.93657165797,929.146005509642,929.880478087649,1324.23171063367,987.514406454091,995.736093480454,1210.90400745573,1309.43184998601,1375.52388935457,1392.86239882267,1174.65046986019,906.692984030146,827.149321266968,1388.91115564462,1155.4495190487,962.169680111266,1313.65853658537,1291.70812603648,1267.7293064877,1020.20831624703,981.468926553672,1105.79973171309,1008.49049631062,516.121835616207,1368.63636363636,476.595744680851,1378.77485222998,1399.38292766541,1376.43760890977,1369.48088123576,955.499153976312,1040.15748031496,1400,1400,990.04576659039,695.12987012987,1071.79487179487,760.200821542675,819.744058500914,599.743425272611,589.983384761452,800.739098300073,903.699788583509,963.261831801157,757.686212361332,819.631901840491,981.315789473684,914.516517964794,1065.45903664059,945.619174434088,962.763525527051,554.617036506801,922.478736330497,1243.86593591906,919.385279050957,1037.40427247078,895.070422535211,823.557692307692,895.794449157678,835.201482167671,1002.01109570042,612.746331236897,1122.03579418345,498.811324832505,994.994994994994,747.037484885127,895.375532961627,866.666666666666,940.37356321839,1267.00507614213,666.666666666666,1400,1025.93123209169,724.434180138568,586.182504126385,887.081339712918,428.712420285454,1194.17525773196,1101.0989010989,884.039087947883,1048.6027591086,726.912928759895,997.413417894672,875.877192982455,911.995027967681,946.174398834102,964.895232310963,614.703738415078,880.969827586207,926.378737541528,932.146341463416,842.937160861193,813.365483982088,807.592331853136,886.567164179104,1116.83748169839
"ko00053","1. Metabolism","1.1 Carbohydrate metabolism","Ascorbate and aldarate metabolism",543.715846994535,714.27259828061,677.894467213115,618.79016175493,579.468613488121,654.628422425033,560.74985354423,242.328042328042,277.875557759049,481.071136549468,246.143217589811,494.41150412322,682.31662655645,355.480942022132,317.050102249489,291.276510604242,289.949420786425,470.038910505837,474.534161490683,496.330275229358,755.43183869997,472.344577641483,216.641721901504,451.630867143994,610.493477027794,562.344439983942,520.440771349863,519.322709163346,279.222192004351,561.294660007683,885.593854766788,268.29760795278,288.133221382592,235.76417993853,204.746136865343,479.784551913821,635.761708236139,444.193061840121,216.499665998664,500.999772778914,575.534201542547,241.365853658536,264.402624558368,278.784489187174,655.876322480112,549.491525423729,494.46066440464,631.407753236674,619.925410201796,220.909090909091,606.117021276595,213.232133261687,200.411381556394,210.531100840973,225.71283869334,466.835871404399,763.779527559055,200,200,770.737986270023,575.64935064935,684.615384615384,703.012323140118,647.531992687385,632.264271969211,584.215523380015,653.288987435329,739.112050739958,556.11167858359,485.182250396196,453.374233128835,783.355263157895,597.347480106101,668.656511595993,731.318242343542,741.605283210566,291.267000715819,675.374645605508,311.066610455312,816.230789970342,807.779121322048,698.1220657277,645.557692307692,688.365046661011,518.480778138027,591.816920943135,675.052410901467,351.565995525727,634.676896477199,759.65965965966,604.695687222895,688.914398163332,786.446886446886,631.752873563218,294.796954314721,655.555555555555,200,438.896848137536,508.267898383372,589.554350389059,672.522214627477,609.580929243851,250.670103092783,437.912087912088,488.43648208469,470.286522815706,437.994722955145,594.994714916371,528.673245614034,476.041019266625,492.664561573961,555.390221682356,299.271061126731,412.758620689656,509.700996677741,591.121951219512,464.74706809032,448.570444367895,472.934040940106,592.537313432836,726.06149341142
"ko00500","1. Metabolism","1.1 Carbohydrate metabolism","Starch and sucrose metabolism",1169.94535519126,843.218429179534,990.240778688525,995.719141990888,1024.84590987972,1040.24958092755,841.476274165202,1933.33333333333,1969.02578086267,1029.72199509403,2052.42700949177,1250.33053908539,851.281782986293,1702.73337747092,1825.48568507158,1861.90476190476,1991.10784793604,950.894941634241,836.645962732919,1236.04193971166,758.140234727656,1957.45748536381,2110.64785118666,1439.04136833731,810.380034032899,1322.19991971096,1687.43801652893,1330.4780876494,1982.78487897743,951.57510564733,619.213618461739,1804.55110282697,1846.99132381752,2114.07283226227,2179.96688741722,1480.24295209718,819.127938273821,895.475113122172,2158.03607214429,1424.41869272135,664.976608926539,1999.39024390244,1951.66919028048,1886.98732289336,1022.65234150742,1167.68361581921,1357.88684605066,983.726702718684,627.412171775422,2116.36363636364,606.382978723404,2148.56260075228,2196.50325677065,2161.19402985075,2098.66295264624,1536.88663282572,625.1968503937,2200,2200,853.575514874142,750.324675324676,915.384615384616,694.979461433136,993.053016453383,645.349583066068,695.110372656065,903.843311160384,755.496828752643,736.636023152877,857.765451664026,961.860940695297,655.46052631579,698.360260429226,775.778784136134,669.960053262317,705.232410464821,519.470293486042,809.396516808425,1812.64755480607,684.766783499596,885.489721886337,802.347417840376,699.307692307693,774.900012119744,791.106993978695,1162.9680998613,742.641509433962,1699.10514541387,596.682515668901,1067.16716716717,738.835147118098,1055.72318793047,701.831501831502,1135.05747126437,1878.99746192893,677.777777777777,2200,1402.93696275072,1014.08775981524,746.498467342608,1002.39234449761,548.572730033404,1883.96907216495,1364.28571428571,956.188925081433,1221.68376370711,853.034300791557,611.745321146552,814.597039473683,1120.26103169671,879.062424095215,730.321894928637,733.427054045611,1214.78448275862,764.983388704319,855.219512195123,877.66497461929,1073.75129176714,1047.96924076681,1455.22388059701,1244.65592972182
"ko00520","1. Metabolism","1.1 Carbohydrate metabolism","Amino sugar and nucleotide sugar metabolism",2477.04918032787,2250.63851097571,2324.64139344262,2286.97421541022,2200.72407396326,2258.93089960887,2261.33567662566,2342.85714285714,2389.21665840357,2238.26655764514,2381.13060194641,2400.37483813808,2402.52171183426,2353.02184810366,2390.32464212679,2359.3837535014,2395.21944852341,2369.10505836576,2249.68944099379,2243.64351245085,2344.47788143244,2980.51296347923,2386.47993728173,2398.38902147971,2227.22631877481,2378.80369329587,2870.52341597796,2538.84462151394,2398.61299972804,2299.59661928544,2583.39029391661,2317.70736253495,2396.72544080604,2406.44500325975,2396.57836644592,2333.78409351364,2361.69029248161,2254.75113122172,2399.7995991984,2420.45747178671,2400.82184852699,2380.56097560976,2369.58684836686,2352.10663683818,2318.68285081604,2421.69491525424,2303.81914306005,2415.11474642457,2451.82980729566,2379.09090909091,2417.28723404255,2394.80118216013,2400.41138155639,2402.98507462687,2392.91466193973,2822.50423011845,2325.9842519685,2400,2400,2432.37986270023,2309.09090909091,2315.38461538462,2538.38429940666,2535.46617915905,2461.89865298268,2415.59458817944,2360.75388026608,2405.28541226216,2378.03881511747,2349.52456418384,2304.70347648262,2409.21052631579,2170.79816734989,2257.48593385481,2381.4913448735,2217.29743459487,2133.07086614173,2290.80599432969,2375.8431703204,2320.8681585333,2399.79846835953,2396.47887323944,2380.07692307692,2233.41413162041,2348.40203798055,2357.21220527046,2470.94339622641,2437.80760626398,2465.90663496866,2488.18818818819,2418.35953244659,2400.16398819285,2269.96336996337,2414.36781609195,2368.71827411168,2433.33333333333,2400,2350.6446991404,2432.21709006928,2394.6946474888,2445.04442925495,2408.30549650774,2384.43298969072,2392.85714285714,2377.68729641694,2369.61443226035,2297.00967458223,2390.96561586769,2261.81469298245,2392.26227470479,2182.73014330823,2369.32887944124,2014.51629699052,2392.88793103448,2143.05647840532,2332.26829268293,2346.33292490811,2357.32001377885,2265.32004765515,2437.31343283582,2407.46705710103
"ko00620","1. Metabolism","1.1 Carbohydrate metabolism","Pyruvate metabolism",3971.58469945355,4235.25582171772,4048.4631147541,3878.78810806721,3928.21494823769,4086.68280871671,3837.49267721148,2334.39153439153,2359.72979672781,3744.60343417825,2227.65228883816,3415.04804743406,4137.07230302396,2759.7086919512,2569.29959100205,2519.32773109244,2367.56403981074,3606.61478599222,3639.44099378882,3459.76408912189,4369.39512488715,4064.00892110399,2103.44237759247,3221.79793158314,4318.32104367555,3514.77318346046,4050.90909090909,3964.94023904383,2396.24694044058,3878.64003073377,4662.68268072779,2498.38459148804,2465.7990484187,2144.26748626246,2029.36902133922,3162.98418519367,3989.77211555715,3584.01206636501,2068.51035404142,3270.60516549269,4031.93829814136,2260.51219512195,2369.50032446463,2431.45041014169,3936.35692610514,3634.35028248588,3293.93198137773,3949.35143325244,4113.45731291515,2130.68181818182,4042.81914893617,2059.76625470177,2004.11381556394,2054.44351844837,2140.40010129147,3812.85956006768,4420.07874015748,2000,2000,4368.02059496567,4062.66233766234,4312.82051282051,4294.29484253765,4112.97989031079,4086.33739576652,4088.15570852124,4006.9475240207,4326.4799154334,3961.52536601975,3746.03803486529,3610.63394683027,4526.44736842105,4305.73908849771,4259.61300946892,4334.8069241012,4327.86385572771,4057.40873299929,4093.03361684893,2579.65851602024,4640.33432191965,4406.2071745264,4274.64788732394,4055.32692307692,4162.74390982911,3802.73274664196,3760.47156726768,4237.56813417191,2762.86353467561,4195.95850443052,4315.51551551552,4066.98911729141,4116.3004263693,4472.89377289377,3872.8448275862,2489.49873096447,4144.44444444444,2000,3126.71919770774,3556.36258660508,3903.46616364065,4071.01845522898,4062.16216216216,2335.30927835052,3302.47252747253,3651.95439739414,3322.17898832685,3692.08443271768,4078.89075421252,3738.84320175438,3732.59788688626,3813.65071654117,3934.83146067416,3443.40310319692,3608.70689655172,3966.24584717608,3984.63414634147,3509.83721337301,3545.05683775405,3772.20838297412,4041.79104477612,4320.64421669107
"ko00630","1. Metabolism","1.1 Carbohydrate metabolism","Glyoxylate and dicarboxylate metabolism",5100.54644808743,5614.75669810533,5444.05737704918,5127.17893564932,4993.59703189516,5381.74706649283,4796.719390744,2188.35978835979,2242.82350024789,4595.15535568274,1946.64784332572,4105.46582157705,5339.13361933661,2850.90324411236,2567.90644171779,2394.21768707483,2218.27378038832,4188.09338521401,4170.80745341615,4432.50327653997,5630.36412879928,3959.57624756064,1850.43831515929,3740.05568814638,5543.05161656268,4150.62224006423,4334.65564738292,4619.1235059761,2172.66793581724,4751.97848636189,6629.71389512743,2349.86020503262,2559.92163448082,1863.10887584987,1660.48565121413,3504.69860187944,5316.34667145164,4192.60935143288,1720.1336005344,3840.93009164584,5740.18207105829,2068.51219512195,2194.63551806186,2414.634601044,4763.24120396949,4673.33333333333,3667.64775506983,5189.34884637652,5041.56571226522,1830,4910.37234042553,1708.77216550242,1608.84470346246,1687.46117130086,1848.89845530514,4336.71742808798,5890.94488188976,1600,1600,5697.39702517162,4820.77922077922,5671.79487179487,5491.73893199452,4993.41864716636,5048.87748556767,4876.50130548303,5217.14708056172,5624.57716701903,5461.15083418454,4645.72107765452,4486.80981595092,5924.67105263158,4849.43332529539,5285.37120900234,5457.60319573902,5427.96545593091,3749.24838940587,5226.65046577562,2635.60286677909,5846.21191695875,5713.09955663039,5562.91079812206,5317.01923076923,5104.77517876621,4883.97406206577,4780.30513176145,5331.90775681342,2854.47427293065,5118.10028095958,5625.02502502502,5007.09391374446,5473.23712692686,5563.00366300366,5085.3448275862,2408.43908629442,5088.88888888889,1600,3692.47851002865,4112.42494226328,4749.7995755718,5241.49008885851,4908.13847555421,2165.25773195876,4073.62637362637,4566.61237785017,4082.38415281217,4090.23746701847,5939.32102219735,4756.59265350877,4633.343691734,4461.57396162254,5461.47889462496,3243.15318129751,4470.49568965517,4645.38205980067,4796.17073170732,4418.11657622965,4330.86462280399,4993.20914112423,4880.59701492537,6212.00585651537
"ko00640","1. Metabolism","1.1 Carbohydrate metabolism","Propanoate metabolism",2722.95081967213,2955.67147984308,2957.19774590164,2881.60922646231,2805.85841661181,2944.8686906314,2930.75571177504,1021.69312169312,1060.53544868617,2511.71300081766,921.49465337018,2207.57854562802,2934.12158627184,1447.88612503547,1315.7336400818,1258.56342537015,1046.32077010932,3040,2740.06211180124,2285.05897771953,2984.05055672585,2374.82575968776,840.054165775782,1876.07398568019,3205.89903573454,2155.47972701726,2437.19008264463,2576.89243027889,1074.59885776448,2705.43603534384,3368.88975685968,1283.58185771979,1185.69829275119,846.01844090528,739.238410596026,1897.24959889984,3005.25749147677,2603.61990950226,765.437541750168,1983.43558282209,2884.94120622076,1000.95121951219,1101.7593193453,1219.57494407159,2570.45025834495,2847.90960451977,1996.24398327152,2996.52804296678,3245.64794625494,846.363636363637,3241.48936170213,803.573347662547,703.908124785738,766.580801575878,844.061787794379,2500.84602368866,2930.70866141732,700,700,2998.36956521739,2919.48051948052,2756.41025641026,3192.05842081241,2970.38391224863,3143.10455420141,3169.76026584382,2880.78344419808,3071.24735729387,2895.16513449098,2946.83042789223,2731.9018404908,3176.90789473684,2829.10537738124,2874.43392342528,2988.28229027963,2903.47980695961,2628.91911238368,2859.78128797084,1380.31197301855,3188.99973038555,3067.99677549375,3095.30516431925,3002.40384615385,2846.41861592534,2925.52107457156,2545.97780859917,3286.33123689728,1597.65100671141,3335.47655068079,3041.94194194194,2982.14429665457,3017.71072482781,3036.63003663004,2782.04022988506,1192.16370558376,3111.11111111111,700,1944.84240687679,2557.29792147806,2955.76514972884,2933.35611756664,3225.88824779836,1102.16494845361,2035.16483516483,3060.42345276873,2227.59108595684,3045.99824098505,2880.27109370143,2993.75,2629.77004350528,2721.73913043478,2795.55116914667,2704.9255441008,2692.52155172414,2709.90033222591,2819.75609756098,3065.90232802381,2788.97692042715,2411.22062168309,2350.74626865672,2875.10980966325
"ko00650","1. Metabolism","1.1 Carbohydrate metabolism","Butanoate metabolism",3141.53005464481,3275.46949336449,3217.05942622951,3102.23689828301,3132.9782777811,3253.11976159434,2972.11482132396,1248.14814814815,1307.88299454636,2734.73017170891,1122.40177820497,2387.97110338717,3071.72752955948,1648.765724014,1508.98517382413,1439.33573429372,1254.05449502366,3518.13229571984,3168.32298136646,2402.22804718218,3414.47487210352,3230.666294954,1014.83144465826,2347.17581543357,4052.7509926262,2427.29827378563,3181.48760330579,3204.38247011952,1301.25101985314,3028.17902420284,3478.30290010741,1407.62659210935,1572.12426532326,1049.38995995157,948.335172921265,2147.19229887692,3211.23272923022,2967.57164404223,970.273881095524,2196.86434901159,3858.95814894424,1242.29268292683,1290.92220059125,1408.70618941089,2823.04601000574,3573.78531073446,2230.22962203109,3241.67087547272,2952.62116632851,1098.63636363636,2907.71276595745,995.39226222461,904.525197120329,954.564739753012,1073.17801975184,3390.52453468697,3456.29921259842,900,900,3156.6647597254,2950.64935064935,3300,3043.45047923323,3235.46617915905,2868.6978832585,2972.53738428673,2955.43237250554,3196.88160676533,3772.96561116786,3508.95404120444,3144.88752556237,3444.1447368421,2947.09428502532,3125.55235350624,3153.04926764314,3146.83769367539,2505.29706513958,3322.68124746861,1635.13912310287,3403.01968185495,3399.87908101572,3390.6103286385,3308.78846153846,3172.33062659072,3479.48124131542,2724.9653259362,3115.01048218029,1658.6129753915,3021.958072185,3196.0960960961,2980.57234985893,3188.48802886192,3261.53846153846,2886.20689655172,1398.25507614213,3144.44444444444,900,2024.06876790831,2345.39260969977,2724.94694647489,2975.93984962406,2845.65745520802,1188.96907216495,2596.97802197802,3542.50814332248,2782.06579412805,3370.2726473175,3952.55238450538,3526.67214912281,3202.51709136109,3034.17537041535,3693.8505921652,2551.99416848901,3171.7025862069,3038.3388704319,3189.48780487805,3456.8177840014,3305.09817430245,2661.77840355247,2580.59701492537,3490.33674963397
"ko00660","1. Metabolism","1.1 Carbohydrate metabolism","C5-Branched dibasic acid metabolism",1302.73224043716,1293.03897838244,1277.17725409836,1196.89298665643,1148.41122613847,1216.01788042466,1148.62331575864,781.481481481481,793.951412989588,1028.9656582175,741.986062717769,1126.12962584339,1350.3505284085,866.367161638136,843.072597137013,800.640256102442,799.086310980585,1071.43968871595,1006.52173913043,1015.20314547837,1282.42551910924,1065.70950655143,724.91625685981,1002.00875099443,1324.78729438457,1112.12364512244,1112.34159779614,1161.95219123506,770.791406037529,1095.73568958894,1768.13787716043,791.472506989749,829.722921914358,753.404116606127,708.186166298749,962.640385056153,1311.12506728871,1033.63499245852,720.694722778892,1092.62288873741,1266.64559362751,762.024390243902,778.7223303771,798.713646532439,1142.28655786107,1099.3220338983,970.96977826876,1226.06955000677,1282.79888536238,736.59090909091,1281.64893617021,714.790435249865,700.61707233459,715.561784983712,736.900481134466,1062.26734348562,1251.96850393701,700,700,1390.93249427918,1144.48051948052,1128.20512820513,1393.61022364217,1295.61243144424,1300.83386786401,1195.75124614289,1181.07908351811,1409.83086680761,1218.79468845761,1137.24247226624,1088.54805725971,1408.61842105263,1165.25198938992,1189.19994510773,1330.83888149135,1261.03632207264,1173.01360057265,1207.49291211017,840.324620573356,1396.25235912645,1315.92099959694,1341.31455399061,1317.96153846154,1171.96703429887,1150.25474756832,1106.38002773925,1252.87211740042,909.50782997763,1298.78971255673,1230.63063063063,1225.7758968158,1169.72777959987,1221.97802197802,1136.35057471264,819.670050761422,1222.22222222222,700,980.372492836675,1127.45958429561,1227.98868191464,1188.79015721121,1281.30883692681,785.360824742268,1046.15384615384,1094.78827361563,1054.65157410683,1078.01231310466,1289.11894547037,1080.5235745614,1081.54133001864,1039.76196259412,1221.01427269967,906.112673122983,1067.43534482759,1054.15282392027,1120.9512195122,1063.15420969718,1048.3637616259,1055.96230910863,1047.76119402985,1117.42313323572
